"Qubit","T1 (us)","T2 (us)","Frequency (GHz)","Anharmonicity (GHz)","Readout assignment error ","Prob meas0 prep1 ","Prob meas1 prep0 ","Readout length (ns)","ID error ","Z-axis rotation (rz) error ","√x (sx) error ","Pauli-X error ","ECR error ","Gate time (ns)","Operational"
"106","286.03172880344704","45.85246623276862","4.7105374284322306","0","0.025700000000000056","0.025","0.02639999999999998","1244.4444444444443","0.001342074614601349","0","0.001342074614601349","0.001342074614601349","","","true"
"107","299.6547686307499","35.60296657644162","4.615484085265021","0","0.0036000000000000476","0.005600000000000049","0.0016","1244.4444444444443","0.00019679231799284212","0","0.00019679231799284212","0.00019679231799284212","107_106:0.012535172437824066;107_108:0.004759991635274019","107_106:561.7777777777777;107_108:561.7777777777777","true"
"108","372.9369236119781","384.51183965222293","4.546231826853807","0","0.008000000000000007","0.007399999999999962","0.0086","1244.4444444444443","0.00017870152704937915","0","0.00017870152704937915","0.00017870152704937915","108_112:0.00937091596897574","108_112:561.7777777777777","true"
"109","221.99117425790885","35.523649288811356","4.87521277069742","0","0.01760000000000006","0.018199999999999994","0.017","1244.4444444444443","0.0004744429122423657","0","0.0004744429122423657","0.0004744429122423657","109_114:0.009209713258967661","109_114:561.7777777777777","true"
"110","177.82964138032776","60.1745537780602","4.805827815077485","0","0.0050000000000000044","0.00660000000000005","0.0034","1244.4444444444443","0.0003422865519181141","0","0.0003422865519181141","0.0003422865519181141","110_118:0.015345180268676595","110_118:561.7777777777777","true"
"111","129.78065557404366","103.88499662929983","4.768724348272485","0","0.0042999999999999705","0.007600000000000051","0.001","1244.4444444444443","0.0003595530411071452","0","0.0003595530411071452","0.0003595530411071452","111_104:0.012533899622223565;111_122:0.009594406928447152","111_104:561.7777777777777;111_122:561.7777777777777","true"
"112","386.8034514518725","158.631372064836","4.583649137301727","0","0.0039000000000000146","0.006000000000000005","0.0018","1244.4444444444443","0.00021546120939792455","0","0.00021546120939792455","0.00021546120939792455","","","true"
"113","213.0381436863675","104.30329803078041","4.65564013226321","0","0.0037000000000000366","0.0040000000000000036","0.0034","1244.4444444444443","0.00020891388055923577","0","0.00020891388055923577","0.00020891388055923577","","","true"
"114","282.0991489680532","21.19089244208598","4.7817823583954455","0","0.0121","0.005199999999999982","0.019","1244.4444444444443","0.00036231665381305253","0","0.00036231665381305253","0.00036231665381305253","114_115:0.005429537257411965;114_113:0.0061988965826692555","114_115:561.7777777777777;114_113:561.7777777777777","true"
"115","286.6967013768794","231.46138104953138","4.709536423861271","0","0.0018000000000000238","0.0021999999999999797","0.0014","1244.4444444444443","0.00015781950533061675","0","0.00015781950533061675","0.00015781950533061675","","","true"
"116","191.20376094132584","138.4358593346341","4.9589050268650405","0","0.0052000000000000934","0.008600000000000052","0.0018","1244.4444444444443","0.0004293410879887006","0","0.0004293410879887006","0.0004293410879887006","116_117:0.009731412820385449;116_115:0.0075498520029793625","116_117:561.7777777777777;116_115:561.7777777777777","true"
"117","214.2225440477172","65.39029137319102","4.831559005441058","0","0.012199999999999989","0.014599999999999946","0.0098","1244.4444444444443","0.00023192748732516353","0","0.00023192748732516353","0.00023192748732516353","117_118:0.009680996278917636","117_118:561.7777777777777","true"
"118","111.53536187789096","175.12375640896747","4.749124632168262","0","0.0020000000000000018","0.0032","0.0008000000000000229","1244.4444444444443","0.00021353151593742013","0","0.00021353151593742013","0.00021353151593742013","118_119:0.007019096052148982","118_119:561.7777777777777","true"
"119","225.55912405823827","234.98906461543163","4.610731701487749","0","0.0020999999999999908","0.0040000000000000036","0.0002","1244.4444444444443","0.00019126659017347267","0","0.00019126659017347267","0.00019126659017347267","119_120:0.005327155560770763","119_120:561.7777777777777","true"
"120","297.8593587432749","257.2161309989013","4.500648512955684","0","0.006299999999999972","0.008","0.0046000000000000485","1244.4444444444443","0.00015222081047919586","0","0.00015222081047919586","0.00015222081047919586","","","true"
"121","294.6541544030717","106.68546092562461","4.620344281318905","0","0.259","0.24239999999999995","0.2756","1244.4444444444443","0.00011282835915119026","0","0.00011282835915119026","0.00011282835915119026","121_120:0.007071678124491609","121_120:561.7777777777777","true"
"122","247.41569406565375","334.41326474594644","4.68804655328173","0","0.0040000000000000036","0.006000000000000005","0.002","1244.4444444444443","0.0002116217510893209","0","0.0002116217510893209","0.0002116217510893209","122_123:0.014862478573542975;122_121:0.011350095718375086","122_123:561.7777777777777;122_121:561.7777777777777","true"
"123","254.27615518048597","260.56592782143866","4.730583209149167","0","0.10109999999999997","0.0928","0.1094","1244.4444444444443","0.0009462153242447095","0","0.0009462153242447095","0.0009462153242447095","123_124:0.012483742672449671","123_124:561.7777777777777","true"
"124","305.24694129827895","52.09715310187011","4.634874496291621","0","0.0018000000000000238","0.0031999999999999806","0.0004","1244.4444444444443","0.00018387891398666457","0","0.00018387891398666457","0.00018387891398666457","","","true"
"125","345.14343384284524","335.2439291491282","4.737114642927571","0","0.0040999999999999925","0.007199999999999984","0.001","1244.4444444444443","0.0008428714942706228","0","0.0008428714942706228","0.0008428714942706228","125_124:0.015364197799608265;125_126:0.011621392043060286","125_124:561.7777777777777;125_126:561.7777777777777","true"
"126","145.85461730574386","44.21614904584022","4.702942029378534","0","0.005400000000000071","0.008199999999999985","0.0026","1244.4444444444443","0.00023751947604082506","0","0.00023751947604082506","0.00023751947604082506","126_112:0.01392083134610414","126_112:561.7777777777777","true"
